Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type,folio,The data file you were trying to download is temporarily unavailable. Please try downloading again.
AER,95.6,2025/01/31,16:00 EST,0.199997,95.42,96.53,94.99,1436169.0,,,,,,,,,transport,
SABR,3.35,2025/01/31,16:00 EST,-0.0400002,3.4,3.48,3.3,3061989.0,,,,,,,,,transport,
WKHS,0.5158,2025/01/31,16:00 EST,-0.007499993,0.52,0.549,0.4906,2653206.0,,,,,,,,,transport,
BLNK,1.22,2025/01/31,16:00 EST,-0.01999998,1.24,1.28,1.2,3239730.0,,,,,,,,,transport,
IYT,70.16,2025/01/31,16:00 EST,-0.579994,70.93,71.19,70.01,304542.0,,,,,,,,,transport,
CNI,104.51,2025/01/31,16:00 EST,-0.689995,104.0,106.89,103.25,2311540.0,,,,,,,,,transport,
TPR,72.94,2025/01/31,16:00 EST,-2.97,74.88,75.2,72.17,6637839.0,,,,,,,,,clothing,
GOOS,10.95,2025/01/31,16:00 EST,-0.66,11.54,11.5463,10.915,670307.0,,,,,,,,,clothing,
RGR,35.6,2025/01/31,16:00 EST,-0.560001,35.92,36.0659,35.21,159210.0,,,,,,,,,clothing,
SWBI,10.49,2025/01/31,16:00 EST,-0.05000019,10.51,10.61,10.4,398200.0,,,,,,,,,clothing,
GAP,24.07,2025/01/31,16:00 EST,-0.550001,24.66,24.89,23.8708,4548906.0,,,,,,,,,clothing,
SE,121.79,2025/01/31,16:00 EST,-1.59,125.01,126.12,121.7,4026643.0,,,,,,,,,fastGrow,
RBLX,71.07,2025/01/31,16:00 EST,-0.309998,71.5,71.89,70.25,9052127.0,,,,,,,,,fastGrow,
RUN,9.05,2025/01/31,16:00 EST,-0.3699999,9.4,9.61,8.94,9840731.0,,,,,,,,,fastGrow,
PD,18.52,2025/01/31,16:00 EST,0.0699997,18.68,19.0,18.47,1006784.0,,,,,,,,,fastGrow,
ENPH,62.28,2025/01/31,16:00 EST,0.22999954,63.0,65.06,61.75,3539902.0,,,,,,,,,fastGrow,
PINS,32.96,2025/01/31,16:00 EST,0.0299988,33.17,33.705,32.905,6732957.0,,,,,,,,,fastGrow,
CRWD,398.07,2025/01/31,16:00 EST,1.2000122,398.4,408.1,397.35,3126181.0,,,,,,,,,fastGrow,
LK,,,,,,,,,,,,,,,,,fastGrow,
JMIA,3.99,2025/01/31,16:00 EST,-0.22,4.24,4.33,3.95,3735789.0,,,,,,,,,fastGrow,
XPO,133.67,2025/01/31,16:00 EST,-2.8,137.36,138.02,132.38,1501151.0,,,,,,,,,fastGrow,
LN,,,,,,,,,,,,,,,,,fastGrow,
STNE,9.17,2025/01/31,16:00 EST,-0.34000015,9.6,9.6,9.17,4489667.0,,,,,,,,,fastGrow,
CTB,,,,,,,,,,,,,,,,,tires,
BRDCY,17.9,2025/01/31,15:50 EST,-0.5100002,18.04,18.11,17.9,5304.0,,,,,,,,,tires,
CTTAY,7.04,2025/01/31,15:38 EST,-0.119999886,7.08,7.1,7.04,5393.0,,,,,,,,,tires,
ML.PA,33.6,2025/01/31,17:35 CET,-0.040000916,33.63,33.64,33.41,1570009.0,,,,,,,,,tires,
GT,8.87,2025/01/31,16:00 EST,-0.35999966,9.2,9.215,8.76,5637511.0,,,,,,,,,tires,
ERI,,,,,,,,,,,,,,,,,casino,
CZR,36.05,2025/01/31,16:00 EST,-0.1800003,36.325,36.6,35.865,2896849.0,,,,,,,,,casino,
MGM,34.48,2025/01/31,16:00 EST,-0.0699997,34.55,34.88,34.17,4994388.0,,,,,,,,,casino,
^N225,38546.61,2025/02/02,12:57 JST,-1025.8789,38932.66,38948.61,38454.38,0.0,,,,,,,,,otc,
PBR,14.21,2025/01/31,16:00 EST,0.0799999,14.25,14.56,14.14,19192091.0,,,,,,,,,otc,
VWAPY,10.1,2025/01/31,15:59 EST,-0.03999996,10.13,10.2,10.09,28291.0,,,,,,,,,otc,
VLKAF,104.2,2025/01/31,10:16 EST,0.29999542,104.2,104.2,104.2,5.0,,,,,,,,,otc,
23981.HK,1.5,2025/01/17,15:53 HKT,0.26999998,1.42,1.53,1.37,185000.0,,,,,,,,,otc,
RYSAS.IS,18.98,2025/01/31,18:09 TRT,-0.21000099,19.19,19.21,18.37,3891419.0,,,,,,,,,otc,
WMMVF,2.62,2025/01/31,15:22 EST,-0.11000013,2.62,2.62,2.62,500.0,,,,,,,,,otc,
KNBWY,12.59,2025/01/31,15:59 EST,-0.19999981,12.7,12.7,12.59,10798.0,,,,,,,,,otc,
IMPUY,5.58,2025/01/31,15:58 EST,0.21999979,5.53,5.62,5.5,16924.0,,,,,,,,,otc,
FSUGY,23.53,2025/01/31,15:58 EST,-0.55999947,23.8,23.94,23.52,4348.0,,,,,,,,,otc,
JPXGY,10.49,2025/01/31,15:00 EST,-0.09000015,10.63,10.66,10.56,4288.0,,,,,,,,,otc,
CPOP,0.67,2025/01/31,16:00 EST,-0.25619996,0.95,0.9529,0.61,664171.0,,,,,,,,,otc,
SSL,4.7,2025/01/31,16:00 EST,-0.12,4.69,4.77,4.6791,1190553.0,,,,,,,,,otc,
3188.HK,41.58,2025/02/02,11:53 HKT,-0.87999725,41.96,41.96,41.16,1304800.0,,,,,,,,,otc,
DNFGF,0.36,2025/01/31,15:00 EST,0.0,0.5274,0.5274,0.5274,5000.0,,,,,,,,,otc,
TRIT,,,,,,,,,,,,,,,,,otc,
HYPMY,3.09,2025/01/31,13:28 EST,-0.0400002,3.12,3.12,3.09,800.0,,,,,,,,,otc,
CIOXY,,,,,,,,,,,,,,,,,otc,
LNVGY,24.12,2025/01/31,15:00 EST,0.020000458,24.0,24.35,24.0,2268.0,,,,,,,,,otc,
GAZP.ME,198.0,2022/07/08,18:49 MSK,0.08000183,200.0,201.87,196.57,28893760.0,,,,,,,,,otc,
OGZPY,,,,,,,,,,,,,,,,,otc,
LUKOY,,,,,,,,,,,,,,,,,otc,
EADSY,43.15,2025/01/31,15:58 EST,-0.0399971,43.55,43.57,43.09,18110.0,,,,,,,,,otc,
SIEGY,106.85,2025/01/31,15:00 EST,0.15000153,107.55,108.25,106.5,65257.0,,,,,,,,,otc,
SDXAY,14.79,2025/01/31,15:00 EST,0.010000229,14.95,14.95,14.78,8295.0,,,,,,,,,otc,
KHOLY,24.05,2025/01/31,15:00 EST,0.0,23.83,23.83,23.83,100.0,,,,,,,,,otc,
SFBTF,,,,,,,,,,,,,,,,,otc,
SFTBF,62.5,2025/01/31,13:24 EST,0.5,62.85,62.98,62.3,6297.0,,,,,,,,,otc,
PNGAY,11.3,2025/01/31,15:00 EST,-0.010000229,11.51,11.54,11.24,30882.0,,,,,,,,,otc,
HMI,,,,,,,,,,,,,,,,,otc,
TEF,4.04,2025/01/31,16:00 EST,-0.04,4.07,4.075,4.0229,546310.0,,,,,,,,,otc,
HTHT,32.14,2025/01/31,16:00 EST,-1.2700005,33.42,33.43,32.11,749018.0,,,,,,,,,otc,
TKGBY,3.48,2025/01/31,15:00 EST,0.0,3.65,3.65,3.65,175.0,,,,,,,,,otc,
AKBTY,3.52,2025/01/31,15:00 EST,0.0,3.58,3.58,3.58,4.0,,,,,,,,,otc,
AEBZY,0.9,2025/01/31,15:00 EST,0.00999999,0.94,0.94,0.89,127368.0,,,,,,,,,otc,
ANZFF,0.3489,2025/01/31,15:00 EST,0.0,0.31,0.31,0.31,3317.0,,,,,,,,,otc,
WUBA,,,,,,,,,,,,,,,,,otc,
MELI,1922.19,2025/01/31,16:00 EST,-25.130005,1950.0,1974.16,1918.96,281361.0,,,,,,,,,otc,
TSEM,48.89,2025/01/31,16:00 EST,0.20999908,49.24,50.71,48.815,628962.0,,,,,,,,,otc,
LND,3.84,2025/01/31,15:53 EST,-0.00999999,3.89,3.93,3.835,33489.0,,,,,,,,,otc,
TSM,209.32,2025/01/31,16:00 EST,1.17001,209.93,215.0,208.2,13910400.0,,,,,,,,,otc,
ICAGY,8.3,2025/01/31,15:00 EST,-0.029999733,8.39,8.45,8.33,29257.0,,,,,,,,,otc,
DLAKY,6.45,2025/01/31,15:53 EST,-0.09000015,6.47,6.49,6.43,46810.0,,,,,,,,,otc,
CTTAY,7.04,2025/01/31,15:38 EST,-0.119999886,7.08,7.1,7.04,5393.0,,,,,,,,,otc,
JBSAY,12.16,2025/01/31,15:47 EST,0.119999886,12.1,12.24,12.0,6983.0,,,,,,,,,otc,
RGTI,13.17,2025/01/31,16:00 EST,0.8699999,12.3,14.58,12.27,200813639.0,,,,,,,,,quantum,
QSI,1.98,2025/01/31,16:00 EST,0.01999998,1.95,2.12,1.9,12404205.0,,,,,,,,,quantum,
QUBT,10.38,2025/01/31,16:00 EST,0.3800001,10.01,11.45,9.95,23196848.0,,,,,,,,,quantum,
APLD,7.12,2025/01/31,16:00 EST,-0.26000023,7.5,7.88,7.08,23591440.0,,,,,,,,,following,
INSW,38.95,2025/01/31,16:00 EST,-0.0400009,39.1,39.76,38.25,864343.0,,,,,,,,,following,
BBAI,4.24,2025/01/31,16:00 EST,0.12,4.25,4.53,4.12,40549024.0,,,,,,,,,following,
OXY,46.65,2025/01/31,16:00 EST,-2.27,48.19,48.21,46.6,15736346.0,,,,,,,,,following,
FFBB,87.0,2025/01/31,15:00 EST,-0.08999634,87.25,87.5,86.55,2287.0,,,,,,,,,following,
MCHI,48.41,2025/01/31,16:00 EST,-1.0200005,49.35,49.4,48.255,5020053.0,,,,,,,,,following,
MO,52.23,2025/01/31,16:00 EST,0.689999,51.3,52.455,51.3,6371059.0,,,,,,,,,following,
PM,130.2,2025/01/31,16:00 EST,-0.12001,129.99,131.155,129.51,2905672.0,,,,,,,,,following,
FNMA,5.49,2025/01/31,15:00 EST,-0.010000229,5.66,5.69,5.45,1693879.0,,,,,,,,,following,
RAD,,,,,,,,,,,,,,,,,following,
FCEL,7.68,2025/01/31,16:00 EST,-0.09000015,7.81,8.0749,7.56,911866.0,,,,,,,,,following,
TGT,137.91,2025/01/31,16:00 EST,-2.53,140.11,140.36,137.44,4052704.0,,,,,,,,,following,
FSLR,167.52,2025/01/31,16:00 EST,0.13000488,166.3,169.77,166.08,1794443.0,,,,,,,,,following,
AAPL,236.0,2025/01/31,16:00 EST,-1.5899963,247.04,247.19,233.44,101075128.0,,,,,,,,,following,
WMT,98.16,2025/01/31,16:00 EST,-0.489998,99.0,98.96,97.7,9744712.0,,,,,,,,,following,
BAC,46.3,2025/01/31,16:00 EST,-0.420002,46.7,46.825,46.16,30381092.0,,,,,,,,,following,
GE,203.57,2025/01/31,16:00 EST,-2.0,205.84,205.86,203.07,5503321.0,,,,,,,,,following,
T,23.73,2025/01/31,16:01 EST,-0.290001,24.01,24.14,23.66,30438003.0,,,,,,,,,following,
KO,63.48,2025/01/31,16:00 EST,-0.570004,63.7,63.93,63.395,8468401.0,,,,,,,,,following,
SYF,68.98,2025/01/31,16:00 EST,-0.489998,69.81,70.28,68.6474,3345572.0,,,,,,,,,following,
HQY,110.42,2025/01/31,16:00 EST,-0.15000153,110.22,111.585,109.11,809874.0,,,,,,,,,following,
NIHD,,,,,,,,,,,,,,,,,following,
PG,165.99,2025/01/31,16:01 EST,-1.42,166.0,166.62,165.24,3430959.0,,,,,,,,,following,
CAT,371.44,2025/01/31,16:00 EST,-3.54001,377.46,378.0,371.3,2857558.0,,,,,,,,,following,
AMZN,237.68,2025/01/31,16:00 EST,3.0399933,236.595,240.29,236.465,36162377.0,,,,,,,,,following,
BP,31.06,2025/01/31,16:00 EST,-0.550001,31.66,31.66,30.925,8747851.0,,,,,,,,,following,
W,48.37,2025/01/31,16:00 EST,-1.73,50.33,51.1578,47.14,3374184.0,,,,,,,,,following,
FDX,264.87,2025/01/31,16:00 EST,-4.37,270.1,270.99,263.79,1862871.0,,,,,,,,,following,
PFE,26.52,2025/01/31,16:00 EST,-0.389999,26.96,27.01,26.42,37269448.0,,,,,,,,,following,
UPS,114.23,2025/01/31,16:01 EST,-0.669998,115.01,116.59,113.3601,14564284.0,,,,,,,,,following,
F,10.08,2025/01/31,16:00 EST,-0.0799999,10.17,10.35,9.99,92762833.0,,,,,,,,,following,
JNUG,45.76,2025/01/31,16:00 EST,-1.5,47.69,47.78,45.47,608560.0,,,,,,,,,following,
GENE,0.765,2024/11/14,16:00 EST,0.0,0.0,0.765,0.765,0.0,,,,,,,,,following,
INTC,19.43,2025/01/31,16:00 EST,-0.5799999,20.09,20.33,19.38,117474899.0,,,,,,,,,following,
SPY,601.82,2025/01/31,16:00 EST,-3.21997,607.5,609.96,601.05,66353260.0,,,,,,,,,following,
CHUY,,,,,,,,,,,,,,,,,following,
LL,,,,,,,,,,,,,,,,,following,
LOCO,11.87,2025/01/31,16:00 EST,-0.05000019,11.89,11.9507,11.7201,202472.0,,,,,,,,,following,
BABA,98.84,2025/01/31,16:00 EST,-3.9,102.0,102.5,98.13,36307043.0,,,,,,,,,following,
USO,78.02,2025/01/31,16:00 EST,0.269997,77.6,78.25,76.76,3501047.0,,,,,,,,,following,
CLM15.NYM,58.57,2015/04/30,01:37 EDT,-0.010002136,58.55,58.74,58.38,7574.0,,,,,,,,,following,
MSFT,415.06,2025/01/31,16:00 EST,0.070007324,418.73,420.68,414.91,34223388.0,,,,,,,,,following,
OIL,28.42,2023/06/08,10:08 EDT,0.27,28.31,28.4498,28.1044,10303.0,,,,,,,,,following,
HAL,26.02,2025/01/31,16:00 EST,-0.52,26.58,26.64,25.82,10078899.0,,,,,,,,,following,
YINN,31.24,2025/01/31,16:00 EST,-2.02,33.17,33.29,30.94,7840483.0,,,,,,,,,following,
IBM,255.7,2025/01/31,16:00 EST,-2.56999,256.05,257.235,251.9254,7196689.0,,,,,,,,,following,
BIDU,90.6,2025/01/31,16:00 EST,-4.169998,94.53,94.85,90.0,7057467.0,,,,,,,,,following,
META,689.18,2025/01/31,16:00 EST,2.1799927,691.69,705.2999,685.58,19331660.0,,,,,,,,,following,
CMG,58.35,2025/01/31,16:00 EST,-0.640003,59.075,59.075,58.2,6046380.0,,,,,,,,,following,
MRK,98.82,2025/01/31,16:01 EST,-0.129997,99.1,100.06,98.58,7141001.0,,,,,,,,,following,
PUK,16.63,2025/01/31,16:00 EST,-0.550001,16.86,16.91,16.6,746205.0,,,,,,,,,following,
GS,640.4,2025/01/31,16:00 EST,-5.29999,650.0,650.0,637.44,1493621.0,,,,,,,,,following,
CYBR,370.98,2025/01/31,16:00 EST,-0.6499939,373.56,378.62,368.97,341974.0,,,,,,,,,following,
NEWR,,,,,,,,,,,,,,,,,following,
BCS,14.68,2025/01/31,16:00 EST,-0.12,14.76,14.86,14.64,14812714.0,,,,,,,,,following,
STJ,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,following,
EBIX,,,,,,,,,,,,,,,,,following,
INTU,601.51,2025/01/31,16:00 EST,-3.0899658,604.88,610.9,599.86,1640288.0,,,,,,,,,following,
GILD,97.2,2025/01/31,16:00 EST,0.25,96.73,98.365,96.43,9419694.0,,,,,,,,,following,
TWLO,146.58,2025/01/31,16:00 EST,-1.77,150.0,151.95,146.0,3727312.0,,,,,,,,,following,
AGN,,,,,,,,,,,,,,,,,following,
ETSY,54.91,2025/01/31,16:00 EST,-1.1500015,56.19,56.47,54.6625,2033970.0,,,,,,,,,following,
QQQ,522.29,2025/01/31,16:00 EST,-0.76000977,526.92,531.5178,521.19,38845467.0,,,,,,,,,following,
AMBA,76.72,2025/01/31,16:00 EST,-1.4300003,78.3,79.7895,76.19,518475.0,,,,,,,,,following,
SBUX,107.68,2025/01/31,16:00 EST,-1.3199997,109.0,109.36,107.495,19142472.0,,,,,,,,,following,
N,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,following,
CRM,341.7,2025/01/31,16:00 EST,-1.87,348.0,349.5,340.1,4453658.0,,,,,,,,,following,
UNH,542.49,2025/01/31,16:00 EST,-3.08002,543.24,549.16,541.41,2075013.0,,,,,,,,,following,
AMT,184.95,2025/01/31,16:00 EST,-0.87001,185.28,187.63,184.34,1570193.0,,,,,,,,,following,
IDTI,,,,,,,,,,,,,,,,,following,
MMM,152.2,2025/01/31,16:00 EST,-2.2,154.99,155.0,152.13,2874339.0,,,,,,,,,following,
MMP,,,,,,,,,,,,,,,,,following,
URI,758.06,2025/01/31,16:00 EST,-16.02,781.61,781.496,749.56,951168.0,,,,,,,,,following,
CSCO,60.6,2025/01/31,16:00 EST,0.12999725,60.5,61.19,60.455,16555695.0,,,,,,,,,following,
NUE,128.43,2025/01/31,16:00 EST,-0.25,128.32,131.46,126.66,2601149.0,,,,,,,,,following,
UA,7.53,2025/01/31,16:00 EST,-0.26,7.74,7.76,7.5011,2906506.0,,,,,,,,,following,
LULU,414.2,2025/01/31,16:00 EST,-6.9599915,419.11,422.87,412.0,1297961.0,,,,,,,,,following,
ADSK,311.34,2025/01/31,16:00 EST,1.3899841,311.77,317.05,311.025,1285325.0,,,,,,,,,following,
WBA,10.28,2025/01/31,16:00 EST,-1.1800003,9.93,10.75,9.52,91510553.0,,,,,,,,,following,
WING,297.9,2025/01/31,16:00 EST,-7.860016,304.06,306.37,296.995,517697.0,,,,,,,,,following,
VIVAX,68.95,2025/01/31,20:02 EST,-0.4,,,,,,,,,,,,,following,
CEA,,,,,,,,,,,,,,,,,following,
CHL,,,,,,,,,,,,,,,,,following,
CHU,,,,,,,,,,,,,,,,,following,
BBVA,11.34,2025/01/31,16:00 EST,-0.41,11.54,11.57,11.3242,2941288.0,,,,,,,,,following,
MUSA,502.91,2025/01/31,16:00 EST,-0.720001,502.49,505.5,497.54,284405.0,,,,,,,,,following,
M,15.58,2025/01/31,16:00 EST,-0.190001,15.8,15.935,15.48,6018506.0,,,,,,,,,following,
EQR,70.63,2025/01/31,16:00 EST,0.889999,69.7,70.95,69.63,2584175.0,,,,,,,,,following,
BTI,39.64,2025/01/31,16:00 EST,-0.0400009,39.7,39.85,39.55,2141865.0,,,,,,,,,following,
GNC,,,,,,,,,,,,,,,,,following,
IP,55.63,2025/01/31,16:01 EST,-1.42,56.15,58.11,55.34,36747742.0,,,,,,,,,following,
MDLZ,57.99,2025/01/31,16:00 EST,-0.41999817,57.08,58.46,57.08,10121979.0,,,,,,,,,following,
KHC,29.84,2025/01/31,16:00 EST,-0.4300003,30.0,30.21,29.76,7491084.0,,,,,,,,,following,
UL,57.38,2025/01/31,16:00 EST,-0.919998,57.67,57.96,57.365,1638062.0,,,,,,,,,following,
CPB,38.77,2025/01/31,16:00 EST,-0.8499985,39.25,39.3752,38.58,7371515.0,,,,,,,,,following,
GIS,60.14,2025/01/31,16:00 EST,-0.510002,60.22,60.81,60.05,4017469.0,,,,,,,,,following,
WB,9.82,2025/01/31,16:00 EST,-0.5100002,10.25,10.255,9.75,1230483.0,,,,,,,,,following,
AMAT,180.35,2025/01/31,16:00 EST,-1.3699951,182.62,186.44,180.0612,5902833.0,,,,,,,,,following,
INDL,55.58,2025/01/31,16:00 EST,0.150002,56.1,56.1161,55.53,46560.0,,,,,,,,,following,
CG,56.16,2025/01/31,16:00 EST,-0.15000153,56.6,57.38,56.09,1453521.0,,,,,,,,,following,
VTI,298.6,2025/01/31,16:00 EST,-1.63998,301.22,302.595,298.2301,3326459.0,,,,,,,,,following,
NTNX,68.765,2025/01/31,16:00 EST,0.75499725,68.5,69.98,68.08,3346158.0,,,,,,,,,following,
SKX,75.34,2025/01/31,16:00 EST,-2.9,75.91,77.46,75.24,1607692.0,,,,,,,,,following,
PAH,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,following,
GSK,35.27,2025/01/31,16:00 EST,-0.0900002,35.19,35.52,35.055,5112044.0,,,,,,,,,following,
AVGO,221.27,2025/01/31,16:00 EST,5.6100006,219.66,226.8,216.3,41150975.0,,,,,,,,,following,
NZF,12.58,2025/01/31,16:00 EST,0.15,12.48,12.58,12.45,492766.0,,,,,,,,,following,
NVG,12.61,2025/01/31,16:00 EST,0.13,12.53,12.64,12.515,561621.0,,,,,,,,,following,
ADBE,437.45,2025/01/31,16:00 EST,-8.549988,445.0001,447.0095,435.83,4689083.0,,,,,,,,,following,
COST,979.88,2025/01/31,16:00 EST,0.8699951,976.18,990.87,975.78,1624235.0,,,,,,,,,following,
AKAM,99.9,2025/01/31,16:00 EST,-1.5800018,101.95,102.37,99.77,1526484.0,,,,,,,,,following,
HSIC,80.0,2025/01/31,16:00 EST,-0.02999878,79.77,81.0,79.125,1282001.0,,,,,,,,,following,
LOW,260.04,2025/01/31,16:00 EST,-3.95999,262.28,264.18,259.605,1195422.0,,,,,,,,,following,
^VIX,16.43,2025/01/31,15:15 CST,0.59000015,15.45,17.09,14.9,0.0,,,,,,,,,following,
MZOR,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,following,
ISRG,571.88,2025/01/31,16:00 EST,-8.299988,576.74,586.89,570.86,1828397.0,,,,,,,,,following,
MDT,90.82,2025/01/31,16:00 EST,-1.17,91.72,92.1,90.65,7214242.0,,,,,,,,,following,
SWKS,88.76,2025/01/31,16:00 EST,-0.6399994,89.59,90.68,87.66,2783675.0,,,,,,,,,following,
ENB,43.24,2025/01/31,16:00 EST,-1.26,44.5,44.56,43.12,5270707.0,,,,,,,,,following,
A,151.52,2025/01/31,16:00 EST,0.139999,150.96,153.815,150.5,1886553.0,,,,,,,,,following,
SLB,40.28,2025/01/31,16:00 EST,-0.740002,41.18,41.29,39.8599,13099250.0,,,,,,,,,following,
WBMD,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,following,
FTR,,,,,,,,,,,,,,,,,following,
SDS,18.77,2025/01/31,16:00 EST,0.23,18.42,18.805,18.26,16603305.0,,,,,,,,,following,
GPN,112.85,2025/01/31,16:00 EST,-0.0600052,113.38,114.17,112.36,1621550.0,,,,,,,,,following,
DXCM,86.83,2025/01/31,16:00 EST,-0.7900009,86.87,88.23,86.59,2339488.0,,,,,,,,,following,
USCR,,,,,,,,,,,,,,,,,following,
ICE,159.83,2025/01/31,16:00 EST,0.389999,159.2,161.18,158.55,2624035.0,,,,,,,,,following,
KR,61.64,2025/01/31,16:00 EST,0.599998,60.78,61.86,60.73,3345646.0,,,,,,,,,following,
TQQQ,82.72,2025/01/31,16:00 EST,-0.44999695,84.893,87.09,82.18,59334629.0,,,,,,,,,following,
SSNLF,40.5999,2025/01/31,15:00 EST,0.0,40.5999,40.5999,40.5999,200.0,,,,,,,,,following,
QCOM,172.93,2025/01/31,16:00 EST,1.0,172.51,176.79,172.29,7808977.0,,,,,,,,,following,
NXPI,208.55,2025/01/31,16:00 EST,-2.8399963,212.0,215.715,208.31,3020149.0,,,,,,,,,following,
BZUN,3.23,2025/01/31,16:00 EST,-0.119999886,3.16,3.37,3.16,779249.0,,,,,,,,,following,
TEVA,17.73,2025/01/31,16:00 EST,-0.110001,17.85,18.32,17.73,16157125.0,,,,,,,,,following,
XIV,,,,,,,,,,,,,,,,,following,
VXX,44.12,2025/01/31,16:00 EST,1.44,42.14,44.72,41.92,7265611.0,,,,,,,,,following,
TRTC,,,,,,,,,,,,,,,,,following,
RMHB,0.0057,2025/01/31,15:00 EST,0.00020000013,0.0061,0.0061,0.0055,5850.0,,,,,,,,,following,
GBTC,80.41,2025/01/31,16:00 EST,-2.77,82.95,84.09,80.37,2865043.0,,,,,,,,,following,
TCTZF,52.34,2025/01/31,15:00 EST,0.0,54.5,54.5,54.5,220.0,,,,,,,,,following,
NVDA,120.07,2025/01/31,16:00 EST,-4.580002,123.81,127.85,119.19,390372899.0,,,,,,,,,following,
CY,,,,,,,,,,,,,,,,,following,
LDVAX,26.66,2025/01/31,20:01 EST,-0.01,,,,,,,,,,,,,following,
CMCSA,33.66,2025/01/31,16:00 EST,0.40999985,33.48,34.01,33.3,39175601.0,,,,,,,,,following,
AFL,107.38,2025/01/31,16:00 EST,-0.870003,107.84,108.86,107.28,2071270.0,,,,,,,,,following,
BLK,1075.5,2025/01/31,16:00 EST,3.97998,1074.09,1084.22,1068.76,449435.0,,,,,,,,,following,
ITEQ,54.75,2025/01/31,16:00 EST,0.0999985,55.01,55.415,54.61,4637.0,,,,,,,,,following,
FDGRX,40.89,2025/01/31,20:01 EST,-0.38,,,,,,,,,,,,,following,
^NDX,21478.047,2025/01/31,17:15 EST,-30.052734,21661.562,21846.012,21425.787,1479942000.0,,,,,,,,,following,
HSY,149.25,2025/01/31,16:00 EST,-2.89,150.0,151.65,147.66,1922871.0,,,,,,,,,following,
AAL,16.92,2025/01/31,16:00 EST,0.020000458,16.95,17.23,16.91,30197038.0,,,,,,,,,following,
BOTZ,33.18,2025/01/31,16:00 EST,-0.27000046,33.59,33.88,33.1357,499167.0,,,,,,,,,following,
QD,2.82,2025/01/31,16:00 EST,-0.15,2.96,2.9593,2.815,241247.0,,,,,,,,,following,
STT,101.62,2025/01/31,16:00 EST,-0.610001,102.0,102.735,101.195,1664621.0,,,,,,,,,following,
NDGPY,8.1,2025/01/31,15:00 EST,0.0,8.1,8.1,8.1,507.0,,,,,,,,,following,
SHOP,116.8,2025/01/31,16:00 EST,-2.38,119.61,121.93,116.54,7202273.0,,,,,,,,,following,
MHK,122.3,2025/01/31,16:00 EST,-4.18999,125.26,126.37,119.15,918390.0,,,,,,,,,following,
NLSN,,,,,,,,,,,,,,,,,following,
XLNX,,,,,,,,,,,,,,,,,following,
JD,40.72,2025/01/31,16:00 EST,-1.579998,41.84,42.02,40.455,11072503.0,,,,,,,,,following,
