Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type,folio,The data file you were trying to download is temporarily unavailable. Please try downloading again.
NIO,4.32,2025/01/31,16:00 EST,-0.12,4.43,4.5,4.3,36769067.0,,,,,,,,,following,
DL,,,,,,,,,,,,,,,,,following,
YY,43.35,2025/01/31,16:00 EST,-1.8900032,45.31,45.31,42.93,189971.0,,,,,,,,,following,
OKTA,94.22,2025/01/31,16:00 EST,0.45999908,94.62,95.24,93.73,2712596.0,,,,,,,,,following,
TCEHY,53.02,2025/01/31,15:00 EST,-0.040000916,54.51,54.51,52.9,1480820.0,,,,,,,,,following,
TREX,72.83,2025/01/31,16:00 EST,-1.23,73.92,74.6799,72.72,934860.0,,,,,,,,,following,
^TVIX-NV,0.0,2020/07/02,18:01 EDT,0.0,0.0,0.0,0.0,0.0,,,,,,,,,following,
MAN,60.22,2025/01/31,16:00 EST,-0.489998,60.25,60.95,59.53,2041803.0,,,,,,,,,following,
TVIX,112.36,2020/07/02,16:00 EDT,-5.260002,107.27,114.4197,103.89,4912817.0,,,,,,,,,following,
AMN,27.52,2025/01/31,16:00 EST,-0.58,27.99,28.18,27.0,574822.0,,,,,,,,,following,
TDOC,10.16,2025/01/31,16:00 EST,-0.18,10.34,10.42,10.03,2909476.0,,,,,,,,,following,
COUP,,,,,,,,,,,,,,,,,following,
PWV,59.29,2025/01/31,15:59 EST,-0.450001,59.75,59.82,59.2449,25042.0,,,,,,,,,following,
MTUM,219.13,2025/01/31,16:00 EST,-0.759995,220.46,222.48,218.9001,1044466.0,,,,,,,,,following,
LB,64.87,2025/01/31,16:00 EST,-0.349998,66.0,67.73,64.0,789370.0,,,,,,,,,following,
BOX,33.39,2025/01/31,16:00 EST,0.16,33.31,33.53,33.16,1379443.0,,,,,,,,,following,
VRSN,215.0,2025/01/31,16:00 EST,0.9900055,215.54,217.66,214.93,689519.0,,,,,,,,,following,
GM,49.46,2025/01/31,16:00 EST,-0.0400009,49.67,51.73,49.18,20546400.0,,,,,,,,,following,
WM,220.26,2025/01/31,16:00 EST,-2.17,221.6,222.45,219.705,1947531.0,,,,,,,,,following,
NGG,61.4,2025/01/31,16:00 EST,-0.34,61.8,61.8,61.2607,814582.0,,,,,,,,,following,
NLY,20.41,2025/01/31,16:00 EST,-0.0599995,20.47,20.69,20.255,8681195.0,,,,,,,,,following,
NEM,42.72,2025/01/31,16:00 EST,-0.369999,43.49,43.61,42.47,10592750.0,,,,,,,,,following,
BKNG,4737.56,2025/01/31,16:00 EST,-36.77002,4796.0,4830.0,4711.04,245373.0,,,,,,,,,following,
NOK,4.6,2025/01/31,16:00 EST,-0.0999999,4.63,4.71,4.6,22017655.0,,,,,,,,,following,
AMLP,51.57,2025/01/31,16:00 EST,-0.560001,52.51,52.665,51.535,2096777.0,,,,,,,,,following,
EGY,4.1,2025/01/31,16:00 EST,-0.0799999,4.19,4.2,4.05,866066.0,,,,,,,,,following,
GLD,258.56,2025/01/31,16:00 EST,0.51001,259.08,259.99,257.88,8756612.0,,,,,,,,,following,
FNKO,14.0,2025/01/31,16:00 EST,0.0,13.95,14.13,13.69,961836.0,,,,,,,,,following,
HD,411.98,2025/01/31,16:00 EST,-2.51999,413.17,416.38,410.33,2760739.0,,,,,,,,,following,
TEAM,306.78,2025/01/31,16:00 EST,39.829987,320.01,324.37,300.79,8332696.0,,,,,,,,,following,
BHF,61.71,2025/01/31,16:00 EST,0.45000076,61.0,63.41,60.78,1428309.0,,,,,,,,,following,
EPRT,32.1,2025/01/31,16:00 EST,-0.100002,32.05,32.29,31.59,1027032.0,,,,,,,,,following,
NAV,,,,,,,,,,,,,,,,,following,
FIVG,42.32,2024/07/23,16:00 EDT,-0.10300064,42.26,42.26,41.77,30311.0,,,,,,,,,following,
TXN,184.61,2025/01/31,16:00 EST,0.69999695,183.78,189.03,183.08,6333861.0,,,,,,,,,following,
DOCU,96.73,2025/01/31,16:00 EST,0.8800049,96.92,98.5999,96.055,2805406.0,,,,,,,,,following,
RMNI,2.88,2025/01/31,16:00 EST,-0.03999996,2.89,2.92,2.823,284573.0,,,,,,,,,following,
BA,176.52,2025/01/31,16:00 EST,-3.00999,180.51,181.78,175.74,5436204.0,,,,,,,,,following,
SOXL,27.02,2025/01/31,16:00 EST,-0.129999,27.63,29.25,26.7,101748238.0,,,,,,,,,following,
HX,,,,,,,,,,,,,,,,,following,
YRD,5.68,2025/01/31,16:00 EST,-0.16,5.84,5.85,5.65,70755.0,,,,,,,,,following,
SMTA,,,,,,,,,,,,,,,,,following,
JPM,267.3,2025/01/31,16:00 EST,-0.930023,269.23,270.82,267.0,5282793.0,,,,,,,,,following,
VZ,39.39,2025/01/31,16:00 EST,-0.0800018,39.57,39.935,39.285,20421941.0,,,,,,,,,following,
PHK,4.94,2025/01/31,16:00 EST,0.0100002,4.95,4.9546,4.92,854463.0,,,,,,,,,following,
SNH,,,,,,,,,,,,,,,,,following,
TKC,7.39,2025/01/31,16:00 EST,0.0,7.42,7.51,7.37,237584.0,,,,,,,,,following,
APHA,,,,,,,,,,,,,,,,,following,
AM,16.04,2025/01/31,16:00 EST,-0.209999,16.21,16.325,15.97,5204293.0,,,,,,,,,following,
SFET,,,,,,,,,,,,,,,,,following,
LEVI,19.03,2025/01/31,16:00 EST,0.18,18.72,19.67,18.6919,5038169.0,,,,,,,,,following,
IUSG,143.0,2025/01/31,16:00 EST,-0.7899933,144.63,145.5,142.81,504836.0,,,,,,,,,following,
OAKMX,159.92,2025/01/31,20:01 EST,-1.2,,,,,,,,,,,,,following,
JEF,76.89,2025/01/31,16:00 EST,-0.25,77.49,77.83,76.21,1194596.0,,,,,,,,,following,
WORK,,,,,,,,,,,,,,,,,following,
OI,11.94,2025/01/31,16:00 EST,0.0599995,11.77,12.205,11.79,1758460.0,,,,,,,,,following,
DKS,240.05,2025/01/31,16:00 EST,-9.98999,250.04,249.685,238.64,1117195.0,,,,,,,,,following,
$$CASH,,,,,,,,,,,,,,,,,following,
HBAN,17.2,2025/01/31,16:00 EST,-0.18999863,17.31,17.41,17.12,17460336.0,,,,,,,,,following,
EXC,40.0,2025/01/31,16:00 EST,-0.020000458,39.99,40.23,39.89,7144082.0,,,,,,,,,following,
FDML,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,following,
BJ,99.05,2025/01/31,16:00 EST,-0.939995,99.86,100.15,98.72,1573290.0,,,,,,,,,following,
IVZ,19.23,2025/01/31,16:00 EST,0.0100002,19.31,19.51,19.08,5778780.0,,,,,,,,,following,
HTHIY,51.2,2025/01/31,15:00 EST,-0.25,51.92,52.39,50.0,41028.0,,,,,,,,,following,
MOS,27.89,2025/01/31,16:00 EST,-0.690001,28.51,28.54,27.69,3159207.0,,,,,,,,,following,
VINIX,492.21,2025/01/31,20:02 EST,-2.47,,,,,,,,,,,,,following,
LYG,3.05,2025/01/31,16:00 EST,-0.04,3.07,3.09,3.04,13319609.0,,,,,,,,,following,
FITB,44.31,2025/01/31,16:00 EST,-0.1800003,44.52,44.6901,44.17,3428167.0,,,,,,,,,following,
C,81.43,2025/01/31,16:00 EST,-0.43,81.69,82.335,81.07,9517502.0,,,,,,,,,following,
AIG,73.66,2025/01/31,16:00 EST,-1.75999,75.0,75.36,73.4,4453549.0,,,,,,,,,following,
WDAY,262.06,2025/01/31,16:00 EST,1.9899902,263.82,267.01,260.985,1668001.0,,,,,,,,,following,
TWTR,,,,,,,,,,,,,,,,,following,
AA,35.32,2025/01/31,16:00 EST,-0.209999,35.5,36.24,35.16,5308053.0,,,,,,,,,following,
MYL,,,,,,,,,,,,,,,,,following,
DG,71.06,2025/01/31,16:00 EST,-1.09,72.03,73.1,71.03,2354880.0,,,,,,,,,following,
DLTR,73.35,2025/01/31,16:00 EST,-1.1500015,74.63,75.62,72.84,2668287.0,,,,,,,,,following,
ROVI,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,following,
DE,476.56,2025/01/31,16:00 EST,-3.42999,479.0,479.4029,474.0625,977231.0,,,,,,,,,following,
MYY,18.39,2025/01/31,15:59 EST,0.15,18.28,18.4099,18.28,17421.0,,,,,,,,,following,
SBB,14.2765,2025/01/30,15:48 EST,0.1373,14.17,14.2765,14.2765,283.0,,,,,,,,,following,
HRL,29.98,2025/01/31,16:00 EST,-0.450001,30.24,30.34,29.925,2171874.0,,,,,,,,,following,
AXGN,18.21,2025/01/31,16:00 EST,-0.060001373,18.2,18.74,18.16,218071.0,,,,,,,,,following,
GME,26.9,2025/01/31,16:00 EST,-1.09,27.79,28.18,26.9,4015780.0,,,,,,,,,following,
EMR,129.95,2025/01/31,16:00 EST,-0.490005,130.94,131.57,129.27,4718845.0,,,,,,,,,following,
TSN,56.49,2025/01/31,16:00 EST,-0.269997,56.4,57.27,56.32,2930629.0,,,,,,,,,following,
YELP,39.94,2025/01/31,16:00 EST,-0.550003,40.46,40.86,39.7,595298.0,,,,,,,,,following,
IRM,101.57,2025/01/31,16:00 EST,-0.43,101.86,103.325,100.95,1345242.0,,,,,,,,,following,
ABEV,1.85,2025/01/31,16:00 EST,-0.00999999,1.88,1.89,1.85,15387115.0,,,,,,,,,following,
TUP,,,,,,,,,,,,,,,,,following,
ATKR,81.44,2025/01/31,16:00 EST,-2.13,83.42,83.63,80.75,538159.0,,,,,,,,,following,
FUBO,4.04,2025/01/31,16:00 EST,-0.0799999,4.15,4.27,3.91,20769998.0,,,,,,,,,following,
CLOV,4.39,2025/01/31,16:00 EST,-0.03999996,4.49,4.57,4.36,4857337.0,,,,,,,,,following,
DNUT,9.07,2025/01/31,16:00 EST,-0.05000019,9.09,9.26,9.01,1739977.0,,,,,,,,,following,
APPN,35.09,2025/01/31,16:00 EST,-0.07999802,35.47,36.115,34.6901,327643.0,,,,,,,,,following,
TPB,63.74,2025/01/31,16:00 EST,0.740002,62.68,64.0,62.22,264697.0,,,,,,,,,following,
CAG,25.89,2025/01/31,16:00 EST,-0.400002,26.04,26.26,25.805,5290415.0,,,,,,,,,following,
VCSA,5.02,2025/01/31,16:00 EST,-0.03000021,5.05,5.07,5.02,84112.0,,,,,,,,,following,
FORM,40.05,2025/01/31,16:00 EST,0.2199974,40.06,41.57,39.6,808508.0,,,,,,,,,following,
AUPH,7.95,2025/01/31,16:00 EST,-0.05000019,7.98,8.18,7.905,1123255.0,,,,,,,,,following,
GTBIF,7.01,2025/01/31,15:55 EST,0.03000021,6.98,7.03,6.94,65138.0,,,,,,,,,following,
BMY,58.95,2025/01/31,16:00 EST,-0.189999,59.18,60.22,58.67,6198054.0,,,,,,,,,following,
STNE,9.17,2025/01/31,16:00 EST,-0.34000015,9.6,9.6,9.17,4489667.0,,,,,,,,,following,
LN,,,,,,,,,,,,,,,,,following,
XPO,133.67,2025/01/31,16:00 EST,-2.8,137.36,138.02,132.38,1501151.0,,,,,,,,,following,
JMIA,3.99,2025/01/31,16:00 EST,-0.22,4.24,4.33,3.95,3735789.0,,,,,,,,,following,
LK,,,,,,,,,,,,,,,,,following,
CRWD,398.07,2025/01/31,16:00 EST,1.2000122,398.4,408.1,397.35,3126181.0,,,,,,,,,following,
PINS,32.96,2025/01/31,16:00 EST,0.0299988,33.17,33.705,32.905,6732957.0,,,,,,,,,following,
ENPH,62.28,2025/01/31,16:00 EST,0.22999954,63.0,65.06,61.75,3539902.0,,,,,,,,,following,
PD,18.52,2025/01/31,16:00 EST,0.0699997,18.68,19.0,18.47,1006784.0,,,,,,,,,following,
RUN,9.05,2025/01/31,16:00 EST,-0.3699999,9.4,9.61,8.94,9840731.0,,,,,,,,,following,
RBLX,71.07,2025/01/31,16:00 EST,-0.309998,71.5,71.89,70.25,9052127.0,,,,,,,,,following,
SE,121.79,2025/01/31,16:00 EST,-1.59,125.01,126.12,121.7,4026643.0,,,,,,,,,following,
SAN,5.09,2025/01/31,16:00 EST,-0.11,5.12,5.14,5.05,2919111.0,,,,,,,,,following,
TEN,17.88,2025/01/31,16:00 EST,-0.280001,18.3,18.3,17.7121,233716.0,,,,,,,,,following,
GEF,61.22,2025/01/31,16:00 EST,-1.11,61.98,62.39,60.91,200403.0,,,,,,,,,following,
LRCX,81.05,2025/01/31,16:00 EST,0.3199997,81.1,84.215,80.845,18840940.0,,,,,,,,,following,
VMW,,,,,,,,,,,,,,,,,following,
ZBRA,391.94,2025/01/31,16:00 EST,-2.7600098,394.88,400.55,391.14,549033.0,,,,,,,,,following,
NTAP,122.1,2025/01/31,16:00 EST,-0.34000397,123.07,124.61,121.725,1316609.0,,,,,,,,,following,
CGC,1.99,2025/01/31,16:00 EST,-0.109999895,2.1,2.12,1.96,5290583.0,,,,,,,,,following,
PLAB,22.99,2025/01/31,16:00 EST,-0.069999695,23.13,23.47,22.765,510216.0,,,,,,,,,following,
EVH,10.45,2025/01/31,16:00 EST,-0.13,10.57,10.65,10.41,1782842.0,,,,,,,,,following,
MSI,469.25,2025/01/31,16:00 EST,-3.35999,472.84,473.89,467.313,691666.0,,,,,,,,,following,
EAF,1.5,2025/01/31,16:00 EST,0.05,1.42,1.515,1.4,1108856.0,,,,,,,,,following,
MIK,,,,,,,,,,,,,,,,,following,
AMD,115.95,2025/01/31,16:00 EST,-2.9100037,119.17,119.565,115.33,40533565.0,,,,,,,,,following,
DOW,39.05,2025/01/31,16:00 EST,0.5,38.825,39.28,38.41,12725049.0,,,,,,,,,following,
USFD,70.93,2025/01/31,16:00 EST,-0.790001,71.9,72.3,70.93,1795927.0,,,,,,,,,following,
SYY,72.92,2025/01/31,16:00 EST,-0.419998,72.95,73.6,72.4,4673403.0,,,,,,,,,following,
CTSH,82.61,2025/01/31,16:00 EST,-0.15000153,82.98,83.4015,82.49,2462746.0,,,,,,,,,following,
XP,13.65,2025/01/31,16:00 EST,-0.35000038,13.97,14.09,13.575,5662164.0,,,,,,,,,following,
INMD,17.21,2025/01/31,16:00 EST,-0.060001373,17.27,17.33,17.08,899147.0,,,,,,,,,following,
NSANY,5.42,2025/01/31,15:55 EST,-0.029999733,5.64,5.64,5.42,19361.0,,,,,,,,,following,
ABB,,,,,,,,,,,,,,,,,following,
NMIH,38.62,2025/01/31,16:00 EST,-0.51000214,39.0,39.17,38.51,279223.0,,,,,,,,,following,
RXT,2.63,2025/01/31,16:00 EST,0.25,2.41,2.645,2.355,1700319.0,,,,,,,,,following,
IRBT,7.69,2025/01/31,16:00 EST,0.13000011,7.58,8.11,7.52,1699589.0,,,,,,,,,following,
DISCA,,,,,,,,,,,,,,,,,following,
VIAC,,,,,,,,,,,,,,,,,following,
OTLY,0.6162,2025/01/31,16:00 EST,-0.046200037,0.62,0.6518,0.5935,6526407.0,,,,,,,,,following,
CALX,39.68,2025/01/31,16:00 EST,-0.5,40.88,41.21,39.35,1190000.0,,,,,,,,,following,
HCP,34.2,2025/01/31,16:00 EST,-0.049999237,34.28,34.33,34.18,3285781.0,,,,,,,,,following,
DGX,163.1,2025/01/31,16:00 EST,-1.06999,163.94,166.89,162.55,1575149.0,,,,,,,,,following,
ADP,303.01,2025/01/31,16:00 EST,-0.25,301.79,305.1,301.18,2237741.0,,,,,,,,,following,
SYK,391.29,2025/01/31,16:00 EST,0.860016,391.15,397.56,390.08,1234251.0,,,,,,,,,following,
ADS,,,,,,,,,,,,,,,,,following,
TYL,601.64,2025/01/31,16:00 EST,2.75,598.72,605.97,593.896,272427.0,,,,,,,,,following,
MCO,499.44,2025/01/31,16:00 EST,0.23999,499.36,505.775,498.2302,535813.0,,,,,,,,,following,
HUBS,779.53,2025/01/31,16:00 EST,7.54004,791.78,800.0,778.9401,514816.0,,,,,,,,,following,
GT,8.87,2025/01/31,16:00 EST,-0.35999966,9.2,9.215,8.76,5637511.0,,,,,,,,,following,
ML.PA,33.6,2025/01/31,17:35 CET,-0.040000916,33.63,33.64,33.41,1570009.0,,,,,,,,,following,
BRDCY,17.9,2025/01/31,15:50 EST,-0.5100002,18.04,18.11,17.9,5304.0,,,,,,,,,following,
CTB,,,,,,,,,,,,,,,,,following,
TLT,87.76,2025/01/31,16:00 EST,-0.5799942,88.38,88.66,87.43,48812469.0,,,,,,,,,following,
GDOT,8.87,2025/01/31,16:00 EST,-0.21,9.05,9.15,8.76,207361.0,,,,,,,,,following,
JBSAY,12.16,2025/01/31,15:47 EST,0.119999886,12.1,12.24,12.0,6983.0,,,,,,,,,following,
CTTAY,7.04,2025/01/31,15:38 EST,-0.119999886,7.08,7.1,7.04,5393.0,,,,,,,,,following,
DLAKY,6.45,2025/01/31,15:53 EST,-0.09000015,6.47,6.49,6.43,46810.0,,,,,,,,,following,
ICAGY,8.3,2025/01/31,15:00 EST,-0.029999733,8.39,8.45,8.33,29257.0,,,,,,,,,following,
TSM,209.32,2025/01/31,16:00 EST,1.17001,209.93,215.0,208.2,13910400.0,,,,,,,,,following,
LND,3.84,2025/01/31,15:53 EST,-0.00999999,3.89,3.93,3.835,33489.0,,,,,,,,,following,
TSEM,48.89,2025/01/31,16:00 EST,0.20999908,49.24,50.71,48.815,628962.0,,,,,,,,,following,
MELI,1922.19,2025/01/31,16:00 EST,-25.130005,1950.0,1974.16,1918.96,281361.0,,,,,,,,,following,
WUBA,,,,,,,,,,,,,,,,,following,
ANZFF,0.3489,2025/01/31,15:00 EST,0.0,0.31,0.31,0.31,3317.0,,,,,,,,,following,
AEBZY,0.9,2025/01/31,15:00 EST,0.00999999,0.94,0.94,0.89,127368.0,,,,,,,,,following,
AKBTY,3.52,2025/01/31,15:00 EST,0.0,3.58,3.58,3.58,4.0,,,,,,,,,following,
TKGBY,3.48,2025/01/31,15:00 EST,0.0,3.65,3.65,3.65,175.0,,,,,,,,,following,
HTHT,32.14,2025/01/31,16:00 EST,-1.2700005,33.42,33.43,32.11,749018.0,,,,,,,,,following,
TEF,4.04,2025/01/31,16:00 EST,-0.04,4.07,4.075,4.0229,546310.0,,,,,,,,,following,
HMI,,,,,,,,,,,,,,,,,following,
PNGAY,11.3,2025/01/31,15:00 EST,-0.010000229,11.51,11.54,11.24,30882.0,,,,,,,,,following,
SFTBF,62.5,2025/01/31,13:24 EST,0.5,62.85,62.98,62.3,6297.0,,,,,,,,,following,
SFBTF,,,,,,,,,,,,,,,,,following,
KHOLY,24.05,2025/01/31,15:00 EST,0.0,23.83,23.83,23.83,100.0,,,,,,,,,following,
SDXAY,14.79,2025/01/31,15:00 EST,0.010000229,14.95,14.95,14.78,8295.0,,,,,,,,,following,
SIEGY,106.85,2025/01/31,15:00 EST,0.15000153,107.55,108.25,106.5,65257.0,,,,,,,,,following,
EADSY,43.15,2025/01/31,15:58 EST,-0.0399971,43.55,43.57,43.09,18110.0,,,,,,,,,following,
LUKOY,,,,,,,,,,,,,,,,,following,
OGZPY,,,,,,,,,,,,,,,,,following,
GAZP.ME,198.0,2022/07/08,18:49 MSK,0.08000183,200.0,201.87,196.57,28893760.0,,,,,,,,,following,
LNVGY,24.12,2025/01/31,15:00 EST,0.020000458,24.0,24.35,24.0,2268.0,,,,,,,,,following,
CIOXY,,,,,,,,,,,,,,,,,following,
HYPMY,3.09,2025/01/31,13:28 EST,-0.0400002,3.12,3.12,3.09,800.0,,,,,,,,,following,
DNFGF,0.36,2025/01/31,15:00 EST,0.0,0.5274,0.5274,0.5274,5000.0,,,,,,,,,following,
3188.HK,41.66,2025/02/02,11:37 HKT,-0.79999924,41.96,41.96,41.16,1269200.0,,,,,,,,,following,
SSL,4.7,2025/01/31,16:00 EST,-0.12,4.69,4.77,4.6791,1190553.0,,,,,,,,,following,
CPOP,0.67,2025/01/31,16:00 EST,-0.25619996,0.95,0.9529,0.61,664171.0,,,,,,,,,following,
JPXGY,10.49,2025/01/31,15:00 EST,-0.09000015,10.63,10.66,10.56,4288.0,,,,,,,,,following,
FSUGY,23.53,2025/01/31,15:58 EST,-0.55999947,23.8,23.94,23.52,4348.0,,,,,,,,,following,
IMPUY,5.58,2025/01/31,15:58 EST,0.21999979,5.53,5.62,5.5,16924.0,,,,,,,,,following,
KNBWY,12.59,2025/01/31,15:59 EST,-0.19999981,12.7,12.7,12.59,10798.0,,,,,,,,,following,
WMMVF,2.62,2025/01/31,15:22 EST,-0.11000013,2.62,2.62,2.62,500.0,,,,,,,,,following,
RYSAS.IS,18.98,2025/01/31,18:09 TRT,-0.21000099,19.19,19.21,18.37,3891419.0,,,,,,,,,following,
NRZ,,,,,,,,,,,,,,,,,following,
OILNF,,,,,,,,,,,,,,,,,following,
HST,16.71,2025/01/31,16:00 EST,0.069999695,16.7,16.91,16.59,11269088.0,,,,,,,,,following,
STAY,,,,,,,,,,,,,,,,,following,
SPG,173.86,2025/01/31,16:00 EST,-1.92999,175.87,177.11,173.13,1504179.0,,,,,,,,,following,
MAR,290.59,2025/01/31,16:00 EST,-1.9500122,291.65,293.71,289.29,1293170.0,,,,,,,,,following,
IHG,134.72,2025/01/31,16:00 EST,-0.669998,136.14,136.55,134.47,77100.0,,,,,,,,,following,
KSS,13.21,2025/01/31,16:00 EST,-0.22,13.44,13.54,13.06,6786584.0,,,,,,,,,following,
AHT,7.97,2025/01/31,16:00 EST,0.0299997,8.0,8.1111,7.88,8961.0,,,,,,,,,following,
HLT,256.07,2025/01/31,16:00 EST,-0.720001,257.35,258.31,255.505,1888311.0,,,,,,,,,following,
PEB,13.13,2025/01/31,16:00 EST,-0.16,13.33,13.35,13.04,1954532.0,,,,,,,,,following,
MPW,4.69,2025/01/31,16:00 EST,-0.00999975,4.78,4.84,4.59,15381893.0,,,,,,,,,following,
STWD,19.35,2025/01/31,16:00 EST,0.0200005,19.38,19.47,19.235,1462727.0,,,,,,,,,following,
RHP,104.84,2025/01/31,16:00 EST,-0.800003,105.53,106.74,103.995,363887.0,,,,,,,,,following,
PK,13.49,2025/01/31,16:00 EST,0.0100002,13.54,13.725,13.46,5409630.0,,,,,,,,,following,
AIV,9.04,2025/01/31,16:00 EST,-0.0699997,9.14,9.1852,8.9601,1091671.0,,,,,,,,,following,
KBH,67.1,2025/01/31,16:00 EST,-1.66,68.19,68.48,66.77,1367331.0,,,,,,,,,following,
OPI,0.9086,2025/01/31,16:00 EST,0.008599997,0.9,0.9299,0.8955,197491.0,,,,,,,,,following,
TRXC,,,,,,,,,,,,,,,,,following,
HOLX,72.14,2025/01/31,16:00 EST,-0.02999878,71.81,72.73,71.81,1675400.0,,,,,,,,,following,
TNXP,0.4281,2025/01/31,16:00 EST,0.05309999,0.4093,0.449,0.395,72752750.0,,,,,,,,,following,
SRGA,,,,,,,,,,,,,,,,,following,
ZOM,0.1229,2025/01/31,16:00 EST,0.0019,0.121,0.123,0.1212,3392489.0,,,,,,,,,following,
NVTA,,,,,,,,,,,,,,,,,following,
OPK,1.52,2025/01/31,16:00 EST,0.00999999,1.51,1.54,1.4905,3805891.0,,,,,,,,,following,
TLRY,1.05,2025/01/31,16:00 EST,-0.08000004,1.13,1.14,1.04,38419195.0,,,,,,,,,following,
PVH,89.6,2025/01/31,16:00 EST,-3.39,92.6,92.465,89.315,713352.0,,,,,,,,,following,
SBH,10.87,2025/01/31,16:00 EST,-0.46,11.23,11.255,10.805,2139028.0,,,,,,,,,following,
VDIGX,37.14,2025/01/31,20:02 EST,-0.2,,,,,,,,,,,,,following,
QDIV,35.1695,2025/01/31,10:50 EST,-0.0805016,35.44,35.4195,35.1695,1187.0,,,,,,,,,following,
IHI,63.81,2025/01/31,16:00 EST,-0.740002,64.47,64.69,63.8,598821.0,,,,,,,,,following,
ORCC,,,,,,,,,,,,,,,,,following,
GSBD,12.84,2025/01/31,16:00 EST,0.12,12.73,12.85,12.71,846481.0,,,,,,,,,following,
SBOW,,,,,,,,,,,,,,,,,following,
GPOR,178.51,2025/01/31,16:00 EST,-5.58,185.07,185.08,177.905,204593.0,,,,,,,,,following,
TUSK,2.99,2025/01/31,16:00 EST,0.0,3.0,3.0477,2.95,40159.0,,,,,,,,,following,
SWN,,,,,,,,,,,,,,,,,following,
SMSI,1.27,2025/01/31,16:00 EST,-0.029999971,1.31,1.3175,1.235,165872.0,,,,,,,,,following,
KMTUY,30.18,2025/01/31,15:00 EST,-0.20999908,30.25,30.6,30.18,10543.0,,,,,,,,,following,
GMS,84.34,2025/01/31,16:00 EST,-1.79,85.88,85.68,84.17,402269.0,,,,,,,,,following,
JELD,8.92,2025/01/31,16:00 EST,-0.45,9.28,9.26,8.895,532418.0,,,,,,,,,following,
ITB,107.25,2025/01/31,16:00 EST,-2.86,109.83,109.57,107.21,3640247.0,,,,,,,,,following,
JETS,26.03,2025/01/31,16:00 EST,-0.34,26.33,26.635,26.0,1546090.0,,,,,,,,,following,
EDIV,35.5,2025/01/31,15:59 EST,-0.18,35.71,35.7999,35.3996,46815.0,,,,,,,,,following,
VHT,270.77,2025/01/31,16:00 EST,-1.01001,272.56,274.18,270.77,358965.0,,,,,,,,,following,
SCO,16.43,2025/01/31,16:00 EST,0.0300007,16.52,16.81,16.31,2451866.0,,,,,,,,,following,
IXC,39.09,2025/01/31,16:00 EST,-0.849998,39.98,39.92,39.01,805252.0,,,,,,,,,following,
